COUNTRY,DEPLOYMENT DATE,DEPLOYMENT LAT,DEPLOYMENT LON,LAST LOCATION DATE,MODEL,OBSERVING NETWORKS,PROGRAM,REF,SERIAL NUMBER,STATUS
United States,2013-12-21T17:37:00,-76.7683,-175.0866,2018-02-19T16:36:16,APEX,Argo,Argo UW-MBARI,5904165,6180,INACTIVE
United States,2014-04-03T09:48:00,-63.9783,-150.0233,2018-07-18T23:57:16,APEX,Argo,Argo UW-MBARI,5904184,6713,INACTIVE
United States,2016-01-18T07:12:00,-49.76,78.82,2020-03-02T06:49:48,APEX,Argo,Argo UW-SOCCOM,5904679,7453,INACTIVE
United States,2016-05-30T10:39:00,-39.96,-172.57,2021-05-29T21:22:03,APEX,Argo,Argo UW-SOCCOM,5904674,7338,INACTIVE
United States,2017-01-08T21:12:00,-39,-103.11,2021-05-16T16:49:41,APEX,Argo,Argo UW-SOCCOM,5904685,7336,INACTIVE
United States,2017-02-17T09:19:00,-65.01,-125.9,2021-04-18T10:14:30,APEX,Argo,Argo UW-SOCCOM,5905077,7763,INACTIVE
United States,2017-04-19T08:40:00,-68.57,172.07,2022-02-25T17:30:07,APEX,Argo,Argo UW-SOCCOM,5905102,7707,OPERATIONAL
United States,2017-10-28T09:47:00,4.9783,-124.9633,2018-02-05T12:48:30,APEX,Argo,Argo UW-TPOS eq.,5905139,8045,INACTIVE
United Kingdom,2017-11-15T14:26:00,-52.705,-40.1067,2022-03-02T00:46:22,APEX,Argo,Argo UK,3901543,8141,OPERATIONAL
Germany,2018-06-12T07:48:00,58.6252,-51.8749,2021-11-28T04:16:01,APEX,Argo,Argo BSH,3901668,8505,INACTIVE
Germany,2018-06-12T07:48:00,58.6254,-51.8745,2019-07-30T15:37:25,APEX,Argo,Argo BSH,3901667,8504,CLOSED
United States,2018-01-16T14:34:00,-63.9933,57.4133,2018-04-27T14:01:52,APEX,Argo,Argo UW-SOCCOM,5905369,7981,INACTIVE
United States,2018-02-03T15:44:00,-65.3733,149.9617,2022-03-02T13:48:12,APEX,Argo,Argo UW-SOCCOM,5905379,7977,OPERATIONAL
United States,2018-08-18T22:32:00,-4.0017,-170.0517,2020-08-29T11:41:56,APEX,Argo,Argo UW-SOCCOM,5905973,7938,INACTIVE
United States,2018-10-23T16:05:00,-39.2067,-41.3567,2022-03-05T21:27:18,APEX,Argo,Argo UW-SOCCOM,5905984,7938,OPERATIONAL
United States,2018-08-29T08:00:00,-8.0183,-154.9983,2019-09-28T12:51:40,APEX,Argo,Argo UW-SOCCOM,5905972,6461,INACTIVE
United States,2019-01-21T23:33:00,-66.6233,-27.105,2022-03-01T13:54:43,APEX,Argo,Argo UW-SOCCOM,5905992,8302,OPERATIONAL
United States,2019-01-28T01:37:00,-64.1717,-47.4783,2022-03-07T02:44:48,APEX,Argo,Argo UW-SOCCOM,5905991,8301,OPERATIONAL
United States,2019-06-14T03:35:00,22.61,-157.93,2021-10-04T13:17:35,APEX,Argo,Argo UW-SOCCOM,5906040,8325,INACTIVE
United States,2019-06-29T00:56:00,-7.98,-110.04,2020-05-05T09:28:33,APEX,Argo,Argo UW,5906042,6462,INACTIVE
United States,2019-06-24T20:16:00,-7.91,-95.03,2021-07-06T08:29:11,APEX,Argo,Argo UW-SOCCOM,5906041,6477,INACTIVE
Germany,2019-12-01T01:22:00,17.8228,-20.6045,2021-03-07T11:44:36,APEX,Argo,Argo GERMANY,7900560,8638,CLOSED
Australia,2019-10-04T12:53:00,-24.877,154.0597,2021-04-04T09:02:00,APEX,Argo,Argo AUSTRALIA,5905442,8357,INACTIVE
Norway,2020-08-02T18:36:00,67.5,-0.522,2022-03-09T11:20:00,PROVOR_III,Argo,Argo NORWAY,6903574,P43208-20NO002,OPERATIONAL
United States,2019-12-06T09:04:00,-54.42,-89.09,2022-03-01T14:12:01,APEX,Argo,Argo UW-SOCCOM,5906213,8689,OPERATIONAL
United States,2020-01-10T09:56:00,-44.95,57.84,2022-02-27T15:30:22,APEX,Argo,Argo UW-SOCCOM,5906209,8693,OPERATIONAL
United States,2020-01-20T22:01:00,-63.51,53.72,2021-06-08T17:16:46,APEX,Argo,Argo UW-SOCCOM,5906210,8688,OPERATIONAL
United States,2020-03-15T04:53:00,-37.1283,120.0667,2022-03-04T10:36:55,APEX,Argo,Argo UW-SOCCOM,5906218,8685,OPERATIONAL
Germany,2020-08-21T12:57:00,57.582,-53,2021-06-20T10:21:04,APEX,Argo,Argo GERMANY,7900566,8903,OPERATIONAL
Germany,2021-08-15T00:00:00,55,-51.8,2022-03-04T11:14:00,PROVOR_IV,Argo,Argo GERMANY 2025,6904115,P43200-20DE102,OPERATIONAL
United States,2020-11-21T20:07:00,39.45,-125.09,2022-03-07T23:45:25,APEX,Argo,Argo UW-SOCCOM,5906296,8921,OPERATIONAL
Australia,2020-12-12T08:52:00,-47.1,141.37,2022-03-10T02:01:23,PROVOR_V,Argo,Argo AUSTRALIA,5906623,P53435-20AU001,OPERATIONAL
United States,2021-01-26T06:16:00,-56.7667,-150.0017,2022-03-04T12:11:57,APEX,Argo,Argo UW-SOCCOM,5906317,8926,OPERATIONAL
Japan,2021-02-22T06:02:00,30.9996,145.0024,2022-03-06T04:36:58,APEX,Argo,Argo eq. JAMSTEC,2903654,9018,OPERATIONAL
Australia,2021-02-16T16:24:00,-62,60.03,2021-11-30T06:55:57,APEX,Argo,Argo AUSTRALIA,7900907,9168,INACTIVE
Australia,2021-03-08T17:11:00,-63,75.02,2021-05-20T07:17:01,APEX,Argo,Argo AUSTRALIA,7900918,9166,INACTIVE
Japan,2021-02-21T02:43:00,46.9928,160.0102,2021-03-07T12:58:19,NAVIS_A,Argo,Argo eq. JAMSTEC,2903670,0958,INACTIVE
Japan,2021-02-21T02:50:00,46.9907,160.009,2022-02-28T12:45:29,NAVIS_A,Argo,Argo eq. JAMSTEC,2903669,0957,OPERATIONAL
United States,2021-04-08T15:57:00,11.91,-52.37,2022-03-08T12:02:02,APEX,Argo,"Argo GO-BGC, UW ",5906434,9070,OPERATIONAL
United States,2021-05-06T11:13:00,28.91,-65.45,2022-03-03T21:30:43,APEX,Argo,"Argo GO-BGC, UW ",5906439,9072,OPERATIONAL
United States,2021-11-25T22:57:00,19.45,-138.54,2022-02-27T06:29:08,APEX,Argo,Argo UW,5906470,9372,OPERATIONAL
United States,2022-01-02T20:28:00,12.02,-94.52,2022-03-06T23:45:49,APEX,Argo,Argo UW,5906486,9403,OPERATIONAL
United States,2022-02-04T18:26:00,36.76,-122.5,2022-03-09T07:23:33,APEX,Argo,Argo UW,5906507,9423,OPERATIONAL
United States,2022-02-23T11:27:00,-34.55,-20.5,2022-03-06T11:06:32,APEX,Argo,Argo UW,5906492,9251,OPERATIONAL
United States,2022-03-02T05:06:00,-34.46,-5.49,2022-03-03T00:20:22,APEX,Argo,Argo UW,5906491,9250,OPERATIONAL
United States,2012-03-27T04:07:00,22.6784,-158.0516,2021-06-16T00:41:49,APEX,Argo,Argo UW-MBARI,5903741,6248,INACTIVE
United States,2014-01-18T02:46:00,22.6384,-157.9433,2014-09-15T20:48:38,APEX,Argo,Argo UW-MBARI,5904172,6429,CLOSED
United States,2014-04-18T01:35:00,-44.9467,-150.0183,2020-04-04T08:36:41,APEX,Argo,Argo UW-MBARI,5904187,6714,INACTIVE
United States,2014-04-14T14:10:00,-49.9833,-149.9633,2018-01-22T18:21:36,APEX,Argo,Argo UW-MBARI,5904188,6717,INACTIVE
United States,2014-04-13T01:58:00,-52.52,-149.9717,2020-02-15T00:16:02,APEX,Argo,Argo UW-MBARI,5904186,6715,INACTIVE
United States,2014-04-11T10:54:00,-55.0033,-150.0133,2016-11-14T01:32:06,APEX,Argo,Argo UW-MBARI,5904396,6720,CLOSED
United States,2014-12-09T00:00:00,-49.0567,2.95,2016-03-02T19:34:10,NAVIS_A,Argo,Argo UW-SOCCOM,5904476,508,CLOSED
United States,2015-03-26T00:31:00,-47.025,143.8717,2017-09-10T05:16:52,APEX,Argo,Argo UW-SOCCOM,5904470,6429,INACTIVE
United States,2017-01-05T21:40:00,-69.66,-109.09,2022-02-13T11:09:26,APEX,Argo,Argo UW-SOCCOM,5904859,7764,OPERATIONAL
United States,2017-01-10T07:21:00,-70.68,-136.52,2022-02-28T20:22:08,APEX,Argo,Argo UW-SOCCOM,5904858,7762,OPERATIONAL
United States,2017-07-29T01:11:00,-32.47,-174.76,2022-03-04T08:41:03,APEX,Argo,Argo UW-SOCCOM,5905108,7761,OPERATIONAL
United States,2017-09-26T07:12:00,-32.4883,-73.995,2021-11-24T01:55:10,APEX,Argo,Argo UW-SOCCOM,5905105,7755,INACTIVE
United Kingdom,2017-11-15T14:28:00,-52.705,-40.1067,2019-09-15T16:10:09,APEX,Argo,Argo UK,3901544,8142,INACTIVE
United States,2017-12-15T16:51:00,-40.035,57.5167,2022-03-06T02:36:24,NAVIS_EBR,Argo,Argo UW-SOCCOM,5905071,690,OPERATIONAL
United States,2017-12-26T03:15:00,-58.9967,70.0983,2017-12-26T15:36:23,APEX,Argo,Argo UW-SOCCOM,5905074,0693,INACTIVE
United States,2018-01-23T19:13:00,-55.4933,140.72,2022-03-04T23:49:32,APEX,Argo,Argo UW-SOCCOM,5905371,7966,OPERATIONAL
United States,2018-02-11T23:05:00,-63.5567,132.1833,2018-05-13T17:50:39,APEX,Argo,Argo UW-SOCCOM,5905378,8049,INACTIVE
United States,2018-02-06T15:47:00,-62.0183,149.995,2022-03-09T07:32:38,APEX,Argo,Argo UW-SOCCOM,5905377,7982,OPERATIONAL
United States,2018-01-31T04:27:00,-64.825,139.8467,2020-08-14T14:27:11,APEX,Argo,Argo UW-SOCCOM,5905375,7976,INACTIVE
United States,2018-04-17T21:43:00,-66.9967,-149.2483,2022-03-03T04:32:01,APEX,Argo,Argo UW-SOCCOM,5905636,7978,OPERATIONAL
United States,2018-10-18T13:31:00,-27.2167,-28.3167,2020-06-13T17:18:52,APEX,Argo,Argo UW-SOCCOM,5905981,7936,INACTIVE
United States,2018-08-31T02:30:00,-3.02,-155.1017,2022-03-04T02:29:12,APEX,Argo,Argo UW,5905986,7910,OPERATIONAL
United States,2018-12-26T15:36:00,-62.9833,104.6367,2022-03-06T22:22:33,APEX,Argo,Argo UW-SOCCOM,5905998,8298,OPERATIONAL
Norway,2019-05-19T03:40:00,67,0.52,2022-03-10T11:10:00,PROVOR_III,Argo,Argo NORWAY,6903549,P43208-18NO001,OPERATIONAL
Norway,2019-05-20T03:20:00,70.21,1.76,2021-05-15T11:36:00,PROVOR_III,Argo,Argo NORWAY,6903550,P43208-18NO002,INACTIVE
China,2019-03-29T15:20:00,18.1,129.5,2020-12-17T04:26:48,PROVOR_IV,Argo,Argo CHINA,2902753,P43208-17CH001,INACTIVE
United States,2019-04-19T00:01:00,-65.5033,29.9567,2022-03-08T05:51:24,APEX,Argo,Argo UW-SOCCOM,5906033,8360,OPERATIONAL
United States,2019-07-04T02:39:00,22.92,-157.91,2020-06-04T11:05:12,APEX,Argo,Argo UW-SOCCOM,5906039,8326,INACTIVE
Australia,2019-10-04T12:47:00,-24.8772,154.0595,2022-03-07T05:25:04,APEX,Argo,Argo AUSTRALIA eq.,5905441,7770,OPERATIONAL
United States,2019-10-27T00:23:00,4.0283,-125,2022-03-08T09:43:36,APEX,Argo,Argo UW-SOCCOM,5906045,8327,OPERATIONAL
United States,2019-12-28T20:24:00,-58.1,-88.94,2022-02-28T06:39:16,APEX,Argo,Argo UW-SOCCOM,5906217,8684,OPERATIONAL
France,2020-01-17T16:45:00,-52.5,66.985,2020-12-25T00:40:00,PROVOR_III,Argo,Argo FPAII-GMMC,6903026,P43208-19FR001,INACTIVE
United States,2020-01-16T09:32:00,-53.98,56.51,2022-03-06T18:02:47,APEX,Argo,Argo UW-SOCCOM,5906207,8698,OPERATIONAL
United States,2020-01-01T09:06:00,-30.14,55.2,2022-03-02T22:14:06,APEX,Argo,Argo UW-SOCCOM,5906204,8694,OPERATIONAL
United States,2020-01-07T20:53:00,-40.19,57.65,2022-03-08T13:07:41,APEX,Argo,Argo UW-SOCCOM,5906208,8696,OPERATIONAL
United States,2020-02-01T03:48:00,-68.9,-86.69,2022-03-05T20:07:54,APEX,Argo,Argo UW-SOCCOM,5906227,8733,OPERATIONAL
Japan,2021-02-17T05:31:00,25.9986,135.9917,2022-03-03T20:27:11,APEX,Argo,Argo eq. JAMSTEC,2903648,9019,OPERATIONAL
United States,2020-02-15T06:44:00,-46.01,85.62,2022-03-09T08:30:30,APEX,Argo,Argo UW-SOCCOM,5906221,8692,OPERATIONAL
European Union,2021-04-03T18:01:00,0.0267,-22.9727,2022-03-02T17:44:00,PROVOR_III,Argo,EuroSea Argo,6903877,P43200-20EU007,OPERATIONAL
United States,2020-03-17T07:44:00,-41.0183,132.05,2022-02-27T17:08:30,APEX,Argo,Argo UW-SOCCOM,5906223,8725,OPERATIONAL
United States,2020-03-20T01:11:00,-69.7317,-95.5833,2021-04-05T19:04:38,APEX,Argo,Argo UW-SOCCOM,5906228,8734,OPERATIONAL
Japan,2021-02-05T07:07:00,25.9918,149.9952,2022-03-05T10:24:30,APEX,Argo,Argo eq. JAMSTEC,2903614,9017,OPERATIONAL
United States,2020-08-31T02:50:00,5.13,165.13,2022-03-01T07:00:48,APEX,Argo,Argo UW-TPOS eq.,5906301,8913,OPERATIONAL
Germany,2021-07-29T14:54:00,50.4417,-38.78,2022-03-10T11:06:00,PROVOR_IV,Argo,Argo GERMANY 2025,6904111,P43200-20DE104,OPERATIONAL
United States,2020-11-11T18:03:00,31.94,-121.64,2022-03-06T15:19:46,APEX,Argo,Argo UW-SOCCOM,5906295,8920,OPERATIONAL
France,2021-02-16T10:20:10,-51.5,69.5,2022-03-08T06:57:00,PROVOR_III,Argo,Argo FPAII-GMMC,6903070,P43208-19FR002,OPERATIONAL
United States,2021-01-11T03:25:00,-37.9817,-149.9933,2022-03-07T22:46:00,NAVIS_A,Argo,Argo UW-SOCCOM,5906307,1115,OPERATIONAL
United States,2021-05-09T21:45:00,34.78,-66.69,2022-03-08T07:44:26,APEX,Argo,"Argo GO-BGC, UW ",5906438,9071,OPERATIONAL
United States,2021-08-12T17:02:00,59.9461,-39.5774,2022-03-01T07:07:19,NAVIS_EBR,Argo,"Argo GO-BGC, WHOI",4903365,1346,OPERATIONAL
United States,2021-09-22T10:53:00,27.9854,-86.9977,2022-03-06T21:47:37,APEX,Argo,"Argo BGC, AOML",4903625,19821,OPERATIONAL
United States,2022-01-14T20:56:00,17.02,-107.73,2022-03-08T09:46:31,APEX,Argo,Argo UW,5906484,9401,OPERATIONAL
United States,2022-01-21T22:41:00,22.4445,-59.0006,2022-03-03T18:25:06,NAVIS_EBR,Argo,"Argo GO-BGC, WHOI",1902383,1351,OPERATIONAL
United States,2022-02-13T07:46:00,-34.48,-47.35,2022-03-06T14:38:07,APEX,Argo,"Argo GO-BGC, UW ",5906488,9182,OPERATIONAL
United States,2013-12-14T13:25:00,-76.8733,-174.0149,2020-02-22T11:21:30,APEX,Argo,Argo UW-MBARI,5904167,6471,INACTIVE
United States,2014-04-21T01:47:00,-39.6766,-150.0033,2017-10-22T16:49:04,APEX,Argo,Argo UW-MBARI,5904395,6719,INACTIVE
United States,2014-12-18T03:18:00,-64.9983,0.0033,2015-01-17T20:15:56,NAVIS_A,Argo,Argo UW-SOCCOM,5904478,511,CLOSED
Australia,2016-01-12T00:00:00,-39.49,99.41,2017-02-14T04:03:44,NAVIS_A,Argo,Argo AUSTRALIA eq.,5905023,528,CLOSED
United States,2015-07-22T03:26:00,22.8117,-157.9383,2017-12-26T23:33:11,APEX,Argo,Argo UW-SOCCOM,5904655,6943,INACTIVE
United States,2015-12-28T15:20:00,-54.26,-89.25,2018-03-31T12:01:19,APEX,Argo,Argo UW-SOCCOM,5904662,7293,INACTIVE
United States,2016-02-15T01:40:00,-61.81,74.17,2021-01-21T03:54:47,APEX,Argo,Argo UW-SOCCOM,5904671,0507,INACTIVE
United States,2016-02-22T20:43:00,-63.5,82.47,2016-05-02T20:49:11,NAVIS_A,Argo,Argo UW-SOCCOM,5904687,564,CLOSED
United States,2016-03-05T05:04:00,-42.47,95.01,2020-08-25T03:27:43,APEX,Argo,Argo UW-SOCCOM,5904688,7334,INACTIVE
United States,2016-05-11T16:21:00,-60.02,-170.07,2019-03-05T16:02:19,NAVIS_A,Argo,Argo UW-SOCCOM,5904673,571,INACTIVE
United States,2016-05-05T06:39:00,-65.67,-170.03,2020-04-17T00:22:15,NAVIS_A,Argo,Argo UW-SOCCOM,5904767,568,INACTIVE
United States,2017-01-24T18:36:00,-67,-103,2019-04-10T05:21:47,APEX,Argo,Argo UW-SOCCOM,5905075,6216,INACTIVE
United States,2016-12-29T03:58:00,-61.99,-68.7,2020-06-22T02:51:46,NAVIS_A,Argo,Argo UW-SOCCOM,5904984,569,INACTIVE
United States,2016-12-18T13:09:00,-72.36,-146.35,2019-03-25T23:50:42,APEX,Argo,Argo UW-SOCCOM,5904860,7766,INACTIVE
United States,2017-01-08T21:11:00,-68.26,-128.46,2017-12-16T01:23:50,APEX,Argo,Argo UW-SOCCOM,5904981,7771,INACTIVE
United States,2017-02-22T14:41:00,-53.87,-125.68,2020-10-24T20:50:02,APEX,Argo,Argo UW-SOCCOM,5905079,7768,INACTIVE
United States,2017-04-17T22:26:00,-65.51,171.98,2019-05-22T14:58:23,APEX,Argo,Argo UW-SOCCOM,5905100,7708,INACTIVE
United Kingdom,2017-11-15T14:22:00,-52.705,-40.1067,2022-03-01T09:37:39,APEX,Argo,Argo UK,3901540,8138,OPERATIONAL
United States,2018-01-24T12:06:00,-51.0083,57.5867,2020-06-26T14:09:21,APEX,Argo,Argo UW-SOCCOM,5905366,7973,INACTIVE
United States,2018-01-29T10:52:00,-62.8533,139.7517,2019-09-26T01:38:39,APEX,Argo,Argo UW-SOCCOM,5905374,7970,INACTIVE
United States,2018-02-15T23:49:00,-58.4983,131.8867,2022-03-02T04:02:31,APEX,Argo,Argo UW-SOCCOM,5905103,7704,OPERATIONAL
United States,2018-03-21T19:50:00,-71.0083,-170.0017,2019-01-16T03:36:30,APEX,Argo,Argo UW-SOCCOM,5905634,7979,INACTIVE
United States,2018-08-13T15:53:00,4.935,-169.8917,2022-02-18T17:46:32,APEX,Argo,Argo UW-TPOS eq.,5905970,7936,OPERATIONAL
United States,2018-09-05T05:57:00,7.94,-154.7783,2022-03-02T02:20:46,APEX,Argo,Argo UW-TPOS eq.,5905969,7935,OPERATIONAL
United States,2018-12-30T12:28:00,-64.0483,112.2217,2022-02-28T16:18:56,APEX,Argo,Argo UW-SOCCOM,5906000,8303,OPERATIONAL
United States,2019-01-03T06:21:00,-64.4333,120.25,2022-03-03T13:46:59,APEX,Argo,Argo UW-SOCCOM,5905997,8297,OPERATIONAL
United States,2019-12-04T07:04:00,-52.64,-80.52,2020-03-27T12:24:06,APEX,Argo,Argo UW-SOCCOM,5906214,8721,INACTIVE
United States,2019-12-21T10:31:00,-56.07,-88.93,2021-12-21T23:52:57,APEX,Argo,Argo UW-SOCCOM,5906216,8723,INACTIVE
United States,2020-01-12T06:11:00,-47.91,57.66,2022-03-03T07:57:25,APEX,Argo,Argo UW-SOCCOM,5906206,8691,OPERATIONAL
United States,2020-01-05T05:09:00,-35.02,57.42,2022-03-08T18:28:39,APEX,Argo,Argo UW-SOCCOM,5906205,8697,OPERATIONAL
European Union,2021-03-28T18:51:00,0.0235,-9.83,2022-03-09T15:50:00,PROVOR_III,Argo,EuroSea Argo,6903874,P43200-20EU004,OPERATIONAL
United States,2021-01-24T18:38:00,-59.9433,-149.9267,2022-03-02T13:59:59,APEX,Argo,Argo UW-SOCCOM,5906313,8917,OPERATIONAL
United States,2021-03-18T18:25:00,36.16,-123.54,2022-01-14T06:10:08,APEX,Argo,Argo UW-MBARI,5906441,9077,INACTIVE
Germany,2021-03-25T09:22:47,57.3232,20.0517,2022-03-08T10:24:55,APEX,Argo,Argo GERMANY 2025,7900579,8992,OPERATIONAL
United States,2021-04-02T13:18:00,24.13,-52.41,2022-02-28T02:23:26,APEX,Argo,"Argo GO-BGC, UW ",5906340,9174,OPERATIONAL
Australia,2021-05-11T09:41:50,-34.4,152.51,2022-03-05T01:21:00,PROVOR_III,Argo,Argo AUSTRALIA,5906636,P43208-20AU002,OPERATIONAL
United States,2021-05-05T07:03:00,49.0166,-14.868,2022-03-04T21:41:43,NAVIS_EBR,Argo,Argo WHOI,1902304,1203,OPERATIONAL
Japan,2021-10-11T03:44:00,49.9145,169.4918,2022-03-03T12:29:42,NAVIS_EBR,Argo,Argo eq. JAMSTEC,2903666,0959,OPERATIONAL
United States,2021-09-25T09:51:00,27.0482,-89.9786,2022-03-10T04:33:26,APEX,Argo,"Argo GO-BGC, UW ",4903624,19097 //ASK RICK,OPERATIONAL
United States,2021-06-02T19:31:00,52.9783,-139.9333,2022-03-04T03:33:22,APEX,Argo,Argo PMEL,5906026,1248,OPERATIONAL
United States,2021-10-01T10:03:00,-12.98,-110.93,2022-03-05T06:00:02,APEX,Argo,"Argo GO-BGC, UW ",5906450,9396,OPERATIONAL
United States,2021-12-07T06:51:00,-2.33,-140.23,2022-02-28T16:22:41,APEX,Argo,Argo UW,5906474,9405,OPERATIONAL
United States,2022-01-06T19:43:00,19.59,155.02,2022-02-28T00:10:43,APEX,Argo,"Argo GO-BGC, UW ",5906503,9378,OPERATIONAL
United States,2021-10-04T13:43:00,26.0635,-93.266,,APEX,Argo,"Argo BGC, AOML",4903623,19093,REGISTERED
United Kingdom,2022-03-04T11:38:00,37.0015,-13.2367,,PROVOR,Argo,Argo UK Bio,6904184,nocbio004,REGISTERED
United States,2014-12-10T00:00:00,-53.5133,0.015,2019-06-07T18:59:33,APEX,Argo,Argo UW-SOCCOM,5904469,6718,INACTIVE
United States,2016-12-29T23:10:00,-64.14,-69.1,2020-07-14T13:48:41,APEX,Argo,Argo UW-SOCCOM,5904856,7765,INACTIVE
United States,2017-01-20T02:43:00,-59.15,-102.94,2021-10-15T04:14:19,APEX,Argo,Argo UW-SOCCOM,5904845,7449,INACTIVE
United States,2017-01-11T11:23:00,-54.81,95.59,2020-10-18T05:20:22,APEX,Argo,Argo UW-SOCCOM,5905070,7767,INACTIVE
United States,2017-01-03T07:14:00,-49.42,62.94,2020-03-14T05:00:56,NAVIS_EBR,Argo,Argo UW-SOCCOM,5905073,692,INACTIVE
United States,2017-04-16T04:32:00,-59.98,170.17,2021-06-03T21:27:00,APEX,Argo,Argo UW-SOCCOM,5905099,7711,INACTIVE
United States,2017-04-18T16:32:00,-67.51,171.94,2017-05-09T09:09:10,APEX,Argo,Argo UW-SOCCOM,5905101,7712,INACTIVE
United States,2017-08-13T17:03:00,-32.53,-148.91,2022-03-08T23:39:05,APEX,Argo,Argo UW,5905114,7650,OPERATIONAL
United States,2017-10-25T18:16:00,7.3767,-124.6983,2021-05-27T01:40:10,APEX,Argo,Argo UW-TPOS eq.,5905140,8046,INACTIVE
United Kingdom,2017-11-15T14:24:00,-52.705,-40.1067,2022-02-28T07:17:38,APEX,Argo,Argo UK,3901542,8140,OPERATIONAL
United States,2017-12-23T15:00:00,-54.0233,68.0267,2018-11-21T05:36:37,APEX,Argo,Argo UW-SOCCOM,5905370,8054,INACTIVE
Germany,2018-06-01T01:26:00,53.41,-50.12,2021-08-20T08:50:18,APEX,Argo,Argo BSH,3901669,8506,INACTIVE
United States,2017-12-28T00:03:00,-63.0233,69.9467,2018-08-05T20:23:58,APEX,Argo,Argo UW-SOCCOM,5905367,7974,INACTIVE
United States,2018-01-16T18:47:00,-48.3333,144.5867,2022-03-06T05:36:14,NAVIS_EBR,Argo,Argo UW-SOCCOM,5904846,688,OPERATIONAL
United States,2018-10-24T15:54:00,-41.3333,-44.0233,2022-03-03T22:42:49,APEX,Argo,Argo UW-SOCCOM,5905985,7911,OPERATIONAL
United States,2018-12-20T04:20:00,-62.1817,92.36,2022-03-02T21:33:19,APEX,Argo,Argo UW-SOCCOM,5906002,8356,OPERATIONAL
United States,2018-12-22T04:25:00,-51.0517,3.99,2022-03-09T01:33:01,NAVIS_A,Argo,Argo UW-SOCCOM,5905996,886,OPERATIONAL
United States,2019-03-04T18:58:00,-60.6133,-42.2883,2019-05-24T10:02:26,APEX,Argo,Argo UW-SOCCOM,5906004,8300,INACTIVE
United States,2019-03-10T16:54:00,-60.8117,-27.22,2020-07-16T07:11:35,APEX,Argo,Argo UW-SOCCOM,5906006,8354,INACTIVE
United States,2019-03-29T19:03:00,-60.4733,30.1683,2022-03-03T16:01:50,APEX,Argo,Argo UW-SOCCOM,5906007,8355,OPERATIONAL
United States,2020-03-17T23:38:00,2.0517,-140.1917,2022-03-02T15:11:18,APEX,Argo,Argo UW-TPOS eq.,5906236,8700,OPERATIONAL
United States,2020-03-31T02:12:00,0.06,-154.34,2022-03-04T17:48:44,APEX,Argo,Argo UW-SOCCOM,5906238,8702,OPERATIONAL
United States,2020-03-26T03:11:00,-36.94,1.07,2022-03-04T21:05:15,APEX,Argo,Argo UW-SOCCOM,5906244,8823,OPERATIONAL
United States,2020-03-27T07:59:00,-33.93,1.14,2021-12-25T00:52:46,APEX,Argo,Argo UW-SOCCOM,5906245,8824,INACTIVE
United States,2020-12-10T20:00:00,-63.3083,-66.485,2021-01-10T10:24:14,NAVIS_A,Argo,Argo UW-SOCCOM,5906309,1117,INACTIVE
Japan,2020-08-22T02:41:00,47.0476,165.0245,2022-02-28T13:26:51,NAVIS_EBR,Argo,Argo eq. JAMSTEC,2903393,0956,OPERATIONAL
United States,2021-01-17T19:00:00,-49.83,-149.9133,2022-03-05T02:00:53,APEX,Argo,Argo UW-SOCCOM,5906315,8690,OPERATIONAL
United States,2021-03-29T13:47:00,31.73,-52.32,2022-03-05T06:47:10,APEX,Argo,"Argo GO-BGC, UW ",5906440,9075,OPERATIONAL
United States,2021-03-31T16:33:00,27.61,-52.32,2022-03-08T17:57:28,APEX,Argo,"Argo GO-BGC, UW ",5906435,9068,OPERATIONAL
Germany,2021-06-08T10:26:00,18.7975,-21.8997,2021-09-17T07:46:00,PROVOR_IV,Argo,Argo GERMANY,6904134,P43205-20DE001,CLOSED
United States,2021-04-06T14:41:00,15.97,-52.34,2022-03-05T08:09:53,APEX,Argo,"Argo GO-BGC, UW ",5906343,8927,OPERATIONAL
United States,2021-04-26T04:36:00,16.55,-67.36,2022-03-06T05:18:53,APEX,Argo,"Argo GO-BGC, UW ",5906437,9074,OPERATIONAL
United States,2021-10-04T23:36:00,24.995,-93.4184,2022-03-09T15:15:35,APEX,Argo,"Argo BGC, AOML",4903622,19073 ??? ask Ri,OPERATIONAL
France,2021-10-15T12:00:00,43.4231,7.8298,2021-11-30T10:12:00,PROVOR_III,Argo,Argo FPAII-GMMC,6903130,P43208-19FR004,INACTIVE
United States,2021-12-02T18:46:00,4.82,-139.85,2022-03-06T11:15:50,APEX,Argo,Argo UW,5906476,9407,OPERATIONAL
United States,2021-12-13T21:38:00,14.73,-153.01,2022-03-07T00:55:10,APEX,Argo,Argo UW,5906472,9374,OPERATIONAL
United States,2022-01-04T13:14:00,24.67,165,2022-03-07T19:15:51,APEX,Argo,"Argo GO-BGC, UW ",5906502,9398,OPERATIONAL
United States,2022-01-14T03:00:00,31.7177,-64.1518,2022-03-04T05:02:03,NAVIS_EBR,Argo,Argo WHOI,4903273,1200,OPERATIONAL
United Kingdom,2022-02-16T16:26:00,27.185,-21.9917,,PROVOR,Argo,Argo UK Bio,6904182,nocbio002,REGISTERED
United States,2022-02-16T04:00:00,-54.03,129.38,2022-03-08T18:51:01,APEX,Argo,Argo UW,5906508,1118,OPERATIONAL
